Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
10,2012-06-01,1767471.48,0,80.0,4.28,130.959,7.382
10,2012-06-08,1840491.41,0,87.0,4.1,130.89,7.382
10,2012-06-15,1811562.88,0,89.0,4.14,130.83,7.382
10,2012-06-22,1755334.18,0,90.0,4.01,130.793,7.382
10,2012-06-29,1707481.9,0,91.0,3.88,130.756,7.382
10,2012-07-06,1805999.79,0,87.0,3.67,130.72,7.17
10,2012-07-13,1765571.91,0,90.0,3.72,130.683,7.17
10,2012-07-20,1869967.03,0,84.0,3.59,130.701,7.17
10,2012-07-27,1817603.66,0,84.0,3.77,130.72,7.17
10,2012-08-03,1939440.09,0,85.0,3.6,130.738,7.17
10,2012-08-10,1880436.94,0,91.0,3.81,130.756,7.17
10,2012-08-17,1827797.4,0,89.0,4.0,130.791,7.17
10,2012-08-24,1764984.15,0,82.0,4.06,130.838,7.17
10,2012-08-31,1650285.54,0,87.0,3.89,130.885,7.17
10,2012-09-07,1708283.28,1,83.0,4.12,130.933,7.17
10,2012-09-14,1640168.99,0,78.0,3.97,130.978,7.17
10,2012-09-21,1671857.57,0,82.0,4.12,131.01,7.17
10,2012-09-28,1694862.41,0,83.0,3.97,131.043,7.17
10,2012-10-05,1758971.38,0,81.0,4.13,131.076,6.943
10,2012-10-12,1713889.11,0,76.0,4.47,131.108,6.943
10,2012-10-19,1734834.82,0,73.0,4.45,131.15,6.943
10,2012-10-26,1744349.05,0,70.0,4.3,131.193,6.943
11,2010-02-05,1528008.64,0,46.0,2.57,214.425,7.368
11,2010-02-12,1574684.08,1,48.0,2.55,214.575,7.368
11,2010-02-19,1503298.7,0,48.0,2.51,214.62,7.368
11,2010-02-26,1336404.65,0,53.0,2.56,214.648,7.368
11,2010-03-05,1426622.65,0,54.0,2.62,214.675,7.368
11,2010-03-12,1331883.16,0,64.0,2.67,214.703,7.368
11,2010-03-19,1364207.0,0,62.0,2.72,214.53,7.368
11,2010-03-26,1245624.27,0,58.0,2.73,214.324,7.368
11,2010-04-02,1446210.26,0,66.0,2.72,214.118,7.343
11,2010-04-09,1470308.32,0,70.0,2.77,213.912,7.343
11,2010-04-16,1323243.35,0,68.0,2.81,213.773,7.343
11,2010-04-23,1283766.55,0,68.0,2.8,213.722,7.343
11,2010-04-30,1239766.89,0,71.0,2.78,213.672,7.343
11,2010-05-07,1312329.78,0,76.0,2.84,213.621,7.343
11,2010-05-14,1266796.13,0,78.0,2.85,213.62,7.343
11,2010-05-21,1271646.62,0,77.0,2.83,213.912,7.343
11,2010-05-28,1264272.52,0,80.0,2.76,214.204,7.343
11,2010-06-04,1396322.19,0,80.0,2.7,214.496,7.343
11,2010-06-11,1339570.85,0,83.0,2.67,214.788,7.343
11,2010-06-18,1336522.92,0,84.0,2.64,214.786,7.343
11,2010-06-25,1262025.08,0,84.0,2.65,214.666,7.343
11,2010-07-02,1302600.14,0,83.0,2.67,214.546,7.346
11,2010-07-09,1280156.47,0,83.0,2.64,214.427,7.346
11,2010-07-16,1290609.54,0,85.0,2.62,214.418,7.346
11,2010-07-23,1244390.03,0,85.0,2.61,214.556,7.346
11,2010-07-30,1250178.89,0,83.0,2.64,214.695,7.346
11,2010-08-06,1369634.92,0,87.0,2.63,214.834,7.346
11,2010-08-13,1384339.1,0,88.0,2.69,214.973,7.346
11,2010-08-20,1430192.37,0,89.0,2.66,214.931,7.346
11,2010-08-27,1311263.07,0,88.0,2.62,214.89,7.346
11,2010-09-03,1303914.27,0,85.0,2.58,214.848,7.346
11,2010-09-10,1231428.46,1,82.0,2.56,214.807,7.346
11,2010-09-17,1215676.31,0,83.0,2.58,214.832,7.346
11,2010-09-24,1170103.25,0,77.0,2.62,214.908,7.346
11,2010-10-01,1182490.46,0,75.0,2.6,214.985,7.564
11,2010-10-08,1293472.8,0,69.0,2.63,215.061,7.564
11,2010-10-15,1175003.67,0,71.0,2.72,215.129,7.564
11,2010-10-22,1169831.38,0,73.0,2.72,215.178,7.564
11,2010-10-29,1195036.0,0,74.0,2.72,215.227,7.564
11,2010-11-05,1332759.13,0,64.0,2.69,215.277,7.564
11,2010-11-12,1281675.6,0,64.0,2.73,215.326,7.564
11,2010-11-19,1292346.57,0,59.0,2.77,215.207,7.564
11,2010-11-26,1757242.51,1,70.0,2.74,215.061,7.564
11,2010-12-03,1380522.64,0,56.0,2.71,214.915,7.564
11,2010-12-10,1564516.43,0,53.0,2.84,214.769,7.564
11,2010-12-17,1843971.15,0,55.0,2.87,214.705,7.564
11,2010-12-24,2306265.36,0,59.0,2.89,214.702,7.564
11,2010-12-31,1172003.1,1,55.0,2.94,214.699,7.564
11,2011-01-07,1178905.44,0,54.0,2.98,214.696,7.551
11,2011-01-14,1194449.78,0,45.0,2.98,214.747,7.551
11,2011-01-21,1187776.19,0,52.0,3.02,215.127,7.551
11,2011-01-28,1100418.69,0,51.0,3.01,215.507,7.551
11,2011-02-04,1422546.05,0,47.0,2.99,215.886,7.551
11,2011-02-11,1419236.9,1,45.0,3.02,216.266,7.551
11,2011-02-18,1554747.15,0,62.0,3.04,216.584,7.551
11,2011-02-25,1323999.36,0,69.0,3.06,216.878,7.551
11,2011-03-04,1399456.99,0,66.0,3.29,217.172,7.551
11,2011-03-11,1314557.31,0,63.0,3.46,217.465,7.551
11,2011-03-18,1391813.69,0,70.0,3.49,217.724,7.551
11,2011-03-25,1229777.24,0,74.0,3.47,217.967,7.551
11,2011-04-01,1258674.12,0,69.0,3.52,218.211,7.574
11,2011-04-08,1327401.06,0,74.0,3.62,218.455,7.574
11,2011-04-15,1312905.8,0,77.0,3.74,218.679,7.574
11,2011-04-22,1388118.53,0,78.0,3.81,218.851,7.574
11,2011-04-29,1357589.89,0,80.0,3.81,219.024,7.574
11,2011-05-06,1331453.41,0,71.0,3.91,219.196,7.574
11,2011-05-13,1277959.42,0,81.0,3.9,219.368,7.574
11,2011-05-20,1239466.97,0,77.0,3.91,219.127,7.574
11,2011-05-27,1216876.52,0,86.0,3.79,218.886,7.574
11,2011-06-03,1343637.0,0,86.0,3.7,218.645,7.574
11,2011-06-10,1314626.75,0,86.0,3.65,218.404,7.574
11,2011-06-17,1337506.74,0,88.0,3.64,218.355,7.574
11,2011-06-24,1254587.84,0,86.0,3.59,218.451,7.574
11,2011-07-01,1297472.06,0,86.0,3.52,218.547,7.567
11,2011-07-08,1334627.96,0,87.0,3.48,218.642,7.567
11,2011-07-15,1266546.73,0,88.0,3.58,218.728,7.567
11,2011-07-22,1290576.44,0,88.0,3.65,218.786,7.567
11,2011-07-29,1212938.67,0,89.0,3.68,218.844,7.567
11,2011-08-05,1403198.94,0,90.0,3.68,218.902,7.567
11,2011-08-12,1354188.43,0,90.0,3.64,218.961,7.567
11,2011-08-19,1484169.74,0,90.0,3.55,219.023,7.567
11,2011-08-26,1304706.75,0,89.0,3.52,219.087,7.567
11,2011-09-02,1297792.41,0,91.0,3.53,219.15,7.567
11,2011-09-09,1249439.95,1,85.0,3.55,219.214,7.567
11,2011-09-16,1270816.01,0,85.0,3.53,219.397,7.567
11,2011-09-23,1235775.15,0,82.0,3.47,219.741,7.567
11,2011-09-30,1190515.83,0,84.0,3.36,220.086,7.567
11,2011-10-07,1346271.06,0,77.0,3.28,220.43,7.197
11,2011-10-14,1286388.96,0,76.0,3.27,220.749,7.197
11,2011-10-21,1325107.53,0,71.0,3.35,220.914,7.197
11,2011-10-28,1310684.1,0,73.0,3.37,221.08,7.197
11,2011-11-04,1458287.38,0,61.0,3.33,221.246,7.197
11,2011-11-11,1366053.69,0,64.0,3.3,221.412,7.197
11,2011-11-18,1315091.63,0,66.0,3.31,221.643,7.197
11,2011-11-25,1848953.48,1,70.0,3.24,221.901,7.197
11,2011-12-02,1399322.44,0,57.0,3.17,222.159,7.197
11,2011-12-09,1646655.94,0,51.0,3.16,222.417,7.197
11,2011-12-16,1783910.06,0,60.0,3.16,222.643,7.197
11,2011-12-23,2213518.5,0,54.0,3.11,222.826,7.197
11,2011-12-30,1352084.21,1,49.0,3.13,223.009,7.197
11,2012-01-06,1283885.55,0,54.0,3.16,223.192,6.833
11,2012-01-13,1264736.59,0,53.0,3.26,223.376,6.833
11,2012-01-20,1207303.29,0,56.0,3.27,223.47,6.833
11,2012-01-27,1162675.85,0,58.0,3.29,223.565,6.833
11,2012-02-03,1376732.18,0,60.0,3.36,223.659,6.833
11,2012-02-10,1574287.76,1,52.0,3.41,223.754,6.833
11,2012-02-17,1569607.94,0,53.0,3.51,223.917,6.833
11,2012-02-24,1379473.03,0,61.0,3.56,224.132,6.833
11,2012-03-02,1438383.44,0,63.0,3.63,224.347,6.833
11,2012-03-09,1413382.76,0,61.0,3.67,224.562,6.833
11,2012-03-16,1441884.28,0,64.0,3.73,224.717,6.833
11,2012-03-23,1300593.61,0,67.0,3.79,224.791,6.833
11,2012-03-30,1300104.03,0,70.0,3.84,224.865,6.833
11,2012-04-06,1596325.01,0,74.0,3.89,224.939,6.664
11,2012-04-13,1472752.01,0,73.0,3.89,225.014,6.664
11,2012-04-20,1315356.99,0,72.0,3.88,225.069,6.664
11,2012-04-27,1236238.29,0,73.0,3.81,225.124,6.664
11,2012-05-04,1370251.22,0,79.0,3.75,225.18,6.664
11,2012-05-11,1300147.07,0,75.0,3.69,225.235,6.664
11,2012-05-18,1352442.31,0,73.0,3.63,225.251,6.664
11,2012-05-25,1297335.87,0,78.0,3.56,225.252,6.664
11,2012-06-01,1361595.33,0,82.0,3.5,225.252,6.664
11,2012-06-08,1414343.53,0,82.0,3.45,225.252,6.664
11,2012-06-15,1417875.42,0,85.0,3.39,225.264,6.664
11,2012-06-22,1355680.3,0,83.0,3.35,225.307,6.664
11,2012-06-29,1297028.6,0,88.0,3.29,225.349,6.664
11,2012-07-06,1461129.94,0,83.0,3.23,225.392,6.334
11,2012-07-13,1320239.51,0,82.0,3.26,225.434,6.334
11,2012-07-20,1344483.81,0,82.0,3.31,225.444,6.334
11,2012-07-27,1272395.02,0,85.0,3.41,225.454,6.334
11,2012-08-03,1399341.07,0,87.0,3.42,225.464,6.334
11,2012-08-10,1388973.65,0,86.0,3.49,225.474,6.334
11,2012-08-17,1421307.2,0,88.0,3.57,225.556,6.334
11,2012-08-24,1409515.73,0,83.0,3.62,225.693,6.334
11,2012-08-31,1372872.35,0,86.0,3.64,225.829,6.334
11,2012-09-07,1304584.4,1,85.0,3.73,225.966,6.334
11,2012-09-14,1267675.05,0,80.0,3.72,226.112,6.334
11,2012-09-21,1326132.98,0,74.0,3.72,226.315,6.334
11,2012-09-28,1227430.73,0,78.0,3.67,226.518,6.334
11,2012-10-05,1422794.26,0,73.0,3.62,226.721,6.034
11,2012-10-12,1311965.09,0,70.0,3.6,226.924,6.034
11,2012-10-19,1232073.18,0,74.0,3.59,226.969,6.034
11,2012-10-26,1200729.45,0,74.0,3.51,226.987,6.034
12,2010-02-05,1100046.37,0,49.0,2.96,126.442,13.975
12,2010-02-12,1117863.33,1,48.0,2.95,126.496,13.975
12,2010-02-19,1095421.65,0,55.0,2.92,126.526,13.975
12,2010-02-26,1048617.17,0,50.0,2.82,126.552,13.975
12,2010-03-05,1077018.27,0,54.0,2.99,126.578,13.975
12,2010-03-12,985594.23,0,50.0,2.92,126.604,13.975
12,2010-03-19,972088.34,0,60.0,3.05,126.607,13.975
12,2010-03-26,981615.81,0,60.0,3.08,126.605,13.975
12,2010-04-02,1011822.3,0,60.0,3.09,126.603,14.099
12,2010-04-09,1041238.87,0,59.0,3.09,126.602,14.099
12,2010-04-16,957997.52,0,65.0,3.11,126.562,14.099
12,2010-04-23,993833.44,0,65.0,3.05,126.471,14.099
12,2010-04-30,954220.22,0,67.0,3.1,126.381,14.099
12,2010-05-07,1043240.27,0,70.0,3.13,126.29,14.099
12,2010-05-14,966054.97,0,68.0,3.14,126.209,14.099
12,2010-05-21,958374.56,0,76.0,3.12,126.184,14.099
12,2010-05-28,955451.16,0,68.0,3.06,126.16,14.099
12,2010-06-04,1049357.36,0,81.0,2.94,126.136,14.099
12,2010-06-11,1016039.71,0,91.0,2.95,126.112,14.099
12,2010-06-18,956211.2,0,81.0,3.04,126.114,14.099
12,2010-06-25,958007.69,0,87.0,3.08,126.127,14.099
12,2010-07-02,951957.31,0,92.0,3.1,126.139,14.18
12,2010-07-09,943506.28,0,90.0,3.1,126.152,14.18
12,2010-07-16,916402.76,0,97.0,3.09,126.15,14.18
12,2010-07-23,912403.67,0,99.0,3.11,126.128,14.18
12,2010-07-30,913548.25,0,96.0,3.02,126.107,14.18
12,2010-08-06,967576.95,0,93.0,3.12,126.085,14.18
12,2010-08-13,928264.4,0,87.0,3.16,126.064,14.18
12,2010-08-20,948447.34,0,93.0,3.04,126.077,14.18
12,2010-08-27,1004516.46,0,93.0,3.13,126.089,14.18
12,2010-09-03,1075758.55,0,83.0,3.09,126.102,14.18
12,2010-09-10,903119.03,1,84.0,3.04,126.115,14.18
12,2010-09-17,852882.61,0,82.0,3.03,126.145,14.18
12,2010-09-24,851919.34,0,82.0,2.94,126.19,14.18
12,2010-10-01,850936.26,0,85.0,3.0,126.235,14.313
12,2010-10-08,918335.68,0,72.0,3.01,126.279,14.313
12,2010-10-15,862419.84,0,75.0,2.98,126.327,14.313
12,2010-10-22,857883.46,0,69.0,3.01,126.382,14.313
12,2010-10-29,955294.7,0,61.0,3.02,126.436,14.313
12,2010-11-05,929690.71,0,65.0,3.13,126.491,14.313
12,2010-11-12,942475.24,0,58.0,3.13,126.546,14.313
12,2010-11-19,894493.7,0,58.0,3.16,126.607,14.313
12,2010-11-26,1601377.41,1,48.0,3.16,126.669,14.313
12,2010-12-03,1069533.17,0,43.0,3.04,126.731,14.313
12,2010-12-10,1121934.15,0,50.0,3.2,126.793,14.313
12,2010-12-17,1295605.35,0,53.0,3.24,126.879,14.313
12,2010-12-24,1768249.89,0,52.0,3.24,126.984,14.313
12,2010-12-31,891736.91,1,46.0,3.15,127.088,14.313
12,2011-01-07,910110.24,0,38.0,3.29,127.192,14.021
12,2011-01-14,812011.8,0,43.0,3.31,127.301,14.021
12,2011-01-21,802105.5,0,54.0,3.22,127.44,14.021
12,2011-01-28,873119.06,0,51.0,3.34,127.58,14.021
12,2011-02-04,1046068.17,0,45.0,3.35,127.72,14.021
12,2011-02-11,1086421.57,1,51.0,3.38,127.859,14.021
12,2011-02-18,1128485.1,0,53.0,3.43,127.995,14.021
12,2011-02-25,1046203.72,0,48.0,3.53,128.13,14.021
12,2011-03-04,1085248.21,0,52.0,3.67,128.265,14.021
12,2011-03-11,997672.62,0,58.0,3.82,128.399,14.021
12,2011-03-18,1009502.01,0,64.0,3.69,128.512,14.021
12,2011-03-25,954107.32,0,54.0,3.91,128.616,14.021
12,2011-04-01,1005463.49,0,64.0,3.77,128.72,13.736
12,2011-04-08,998362.05,0,64.0,4.0,128.824,13.736
12,2011-04-15,990951.77,0,58.0,3.87,128.911,13.736
12,2011-04-22,1016019.47,0,72.0,4.13,128.955,13.736
12,2011-04-29,994966.1,0,68.0,4.15,129.0,13.736
12,2011-05-06,1021154.48,0,68.0,4.19,129.044,13.736
12,2011-05-13,977033.5,0,71.0,4.2,129.089,13.736
12,2011-05-20,924134.99,0,67.0,4.17,129.076,13.736
12,2011-05-27,964332.51,0,77.0,4.09,129.062,13.736
12,2011-06-03,970328.68,0,72.0,4.03,129.049,13.736
12,2011-06-10,996937.95,0,79.0,3.98,129.036,13.736
12,2011-06-17,986504.93,0,87.0,3.94,129.043,13.736
12,2011-06-24,997282.75,0,89.0,3.9,129.066,13.736
12,2011-07-01,961993.34,0,90.0,3.84,129.089,13.503
12,2011-07-08,943717.38,0,90.0,3.7,129.113,13.503
12,2011-07-15,936001.98,0,88.0,3.69,129.134,13.503
12,2011-07-22,922231.92,0,91.0,3.79,129.151,13.503
12,2011-07-29,890547.07,0,93.0,3.8,129.168,13.503
12,2011-08-05,988712.52,0,91.0,3.8,129.185,13.503
12,2011-08-12,955913.68,0,91.0,3.7,129.202,13.503
12,2011-08-19,966817.24,0,92.0,3.74,129.241,13.503
12,2011-08-26,1017593.47,0,95.0,3.74,129.283,13.503
12,2011-09-02,1052051.45,0,94.0,3.8,129.326,13.503
12,2011-09-09,922850.57,1,88.0,3.91,129.369,13.503
12,2011-09-16,889290.23,0,76.0,3.92,129.431,13.503
12,2011-09-23,871692.74,0,83.0,3.79,129.518,13.503
12,2011-09-30,866401.45,0,83.0,3.88,129.606,13.503
12,2011-10-07,951244.66,0,70.0,3.83,129.694,12.89
12,2011-10-14,927600.01,0,67.0,3.8,129.771,12.89
12,2011-10-21,938604.58,0,73.0,3.84,129.782,12.89
12,2011-10-28,990926.38,0,67.0,3.73,129.794,12.89
12,2011-11-04,1051944.79,0,60.0,3.83,129.805,12.89
12,2011-11-11,1095091.53,0,49.0,3.82,129.817,12.89
12,2011-11-18,970641.34,0,54.0,3.81,129.827,12.89
12,2011-11-25,1591920.42,1,53.0,3.62,129.836,12.89
12,2011-12-02,1071383.1,0,52.0,3.7,129.846,12.89
12,2011-12-09,1189646.45,0,42.0,3.64,129.856,12.89
12,2011-12-16,1293404.18,0,43.0,3.6,129.898,12.89
12,2011-12-23,1617612.03,0,45.0,3.54,129.985,12.89
12,2011-12-30,1111638.07,1,45.0,3.43,130.071,12.89
12,2012-01-06,945823.65,0,50.0,3.6,130.158,12.187
12,2012-01-13,865467.86,0,48.0,3.66,130.244,12.187
12,2012-01-20,855922.64,0,46.0,3.66,130.279,12.187
12,2012-01-27,888203.69,0,50.0,3.68,130.314,12.187
12,2012-02-03,1058767.95,0,51.0,3.7,130.35,12.187
12,2012-02-10,1199330.85,1,52.0,3.72,130.385,12.187
12,2012-02-17,1240048.85,0,52.0,3.78,130.455,12.187
12,2012-02-24,1112034.72,0,53.0,3.95,130.55,12.187
12,2012-03-02,1147636.96,0,52.0,4.18,130.646,12.187
12,2012-03-09,1113208.57,0,55.0,4.25,130.741,12.187
12,2012-03-16,1088498.52,0,64.0,4.27,130.826,12.187
12,2012-03-23,1045419.87,0,56.0,4.04,130.897,12.187
12,2012-03-30,1025382.22,0,64.0,4.29,130.967,12.187
12,2012-04-06,1128765.71,0,64.0,4.12,131.038,11.627
12,2012-04-13,1083811.19,0,64.0,4.25,131.108,11.627
12,2012-04-20,1006486.96,0,67.0,4.22,131.117,11.627
12,2012-04-27,1004252.38,0,78.0,4.19,131.127,11.627
12,2012-05-04,1073433.69,0,76.0,4.17,131.136,11.627
12,2012-05-11,1041995.22,0,77.0,4.19,131.145,11.627
12,2012-05-18,1020486.05,0,85.0,4.11,131.098,11.627
12,2012-05-25,991514.21,0,84.0,4.29,131.029,11.627
12,2012-06-01,981345.2,0,78.0,4.28,130.959,11.627
12,2012-06-08,1086231.47,0,85.0,4.1,130.89,11.627
12,2012-06-15,1019555.51,0,86.0,4.14,130.83,11.627
12,2012-06-22,981386.25,0,92.0,4.01,130.793,11.627
12,2012-06-29,943124.74,0,90.0,3.88,130.756,11.627
12,2012-07-06,1014898.78,0,89.0,3.76,130.72,10.926
12,2012-07-13,960312.75,0,96.0,3.72,130.683,10.926
12,2012-07-20,941550.34,0,86.0,3.73,130.701,10.926
12,2012-07-27,916967.92,0,93.0,3.77,130.72,10.926
12,2012-08-03,958667.23,0,88.0,3.76,130.738,10.926
12,2012-08-10,984689.9,0,96.0,3.81,130.756,10.926
12,2012-08-17,1005003.12,0,95.0,4.0,130.791,10.926
12,2012-08-24,1048101.39,0,85.0,4.06,130.838,10.926
12,2012-08-31,1061943.49,0,90.0,4.09,130.885,10.926
12,2012-09-07,955146.04,1,89.0,4.12,130.933,10.926
12,2012-09-14,885892.37,0,84.0,4.13,130.978,10.926
12,2012-09-21,922735.37,0,83.0,4.12,131.01,10.926
12,2012-09-28,880415.67,0,81.0,3.97,131.043,10.926
12,2012-10-05,979825.92,0,82.0,3.97,131.076,10.199
12,2012-10-12,934917.47,0,72.0,4.47,131.108,10.199
12,2012-10-19,960945.43,0,69.0,4.45,131.15,10.199
12,2012-10-26,974697.6,0,66.0,4.3,131.193,10.199
13,2010-02-05,1967220.53,0,32.0,2.67,126.442,8.316
13,2010-02-12,2030933.46,1,33.0,2.67,126.496,8.316
13,2010-02-19,1970274.64,0,36.0,2.65,126.526,8.316
13,2010-02-26,1817850.32,0,30.0,2.67,126.552,8.316
13,2010-03-05,1939980.43,0,41.0,2.68,126.578,8.316
13,2010-03-12,1840686.94,0,38.0,2.73,126.604,8.316
13,2010-03-19,1879794.89,0,42.0,2.78,126.607,8.316
13,2010-03-26,1882095.98,0,41.0,2.82,126.605,8.316
13,2010-04-02,2142482.14,0,42.0,2.84,126.603,8.107
13,2010-04-09,1898321.33,0,39.0,2.88,126.602,8.107
13,2010-04-16,1819660.44,0,50.0,2.92,126.562,8.107
13,2010-04-23,1909330.77,0,56.0,2.94,126.471,8.107
13,2010-04-30,1785823.37,0,48.0,2.94,126.381,8.107
13,2010-05-07,2005478.46,0,44.0,2.95,126.29,8.107
13,2010-05-14,1890273.44,0,50.0,2.96,126.209,8.107
13,2010-05-21,1853657.6,0,58.0,2.95,126.184,8.107
13,2010-05-28,1877358.86,0,53.0,2.91,126.16,8.107
13,2010-06-04,2022705.22,0,60.0,2.87,126.136,8.107
13,2010-06-11,2037880.96,0,65.0,2.84,126.112,8.107
13,2010-06-18,2003435.31,0,58.0,2.82,126.114,8.107
13,2010-06-25,1970340.25,0,72.0,2.82,126.127,8.107
13,2010-07-02,2018314.71,0,79.0,2.81,126.139,7.951
13,2010-07-09,1870843.9,0,71.0,2.8,126.152,7.951
13,2010-07-16,1932231.05,0,78.0,2.79,126.15,7.951
13,2010-07-23,1907351.2,0,82.0,2.8,126.128,7.951
13,2010-07-30,1817887.23,0,79.0,2.8,126.107,7.951
13,2010-08-06,1969121.45,0,81.0,2.8,126.085,7.951
13,2010-08-13,1877592.55,0,75.0,2.84,126.064,7.951
13,2010-08-20,1997397.63,0,76.0,2.85,126.077,7.951
13,2010-08-27,1908278.27,0,75.0,2.85,126.089,7.951
13,2010-09-03,1911852.58,0,66.0,2.87,126.102,7.951
13,2010-09-10,1772143.94,1,66.0,2.87,126.115,7.951
13,2010-09-17,1790279.74,0,67.0,2.88,126.145,7.951
13,2010-09-24,1705655.09,0,68.0,2.87,126.19,7.951
13,2010-10-01,1765584.48,0,69.0,2.85,126.235,7.795
13,2010-10-08,1871924.07,0,63.0,2.84,126.279,7.795
13,2010-10-15,1851431.06,0,54.0,2.84,126.327,7.795
13,2010-10-22,1796949.59,0,57.0,2.85,126.382,7.795
13,2010-10-29,1887895.07,0,45.0,2.84,126.436,7.795
13,2010-11-05,1854967.66,0,50.0,2.83,126.491,7.795
13,2010-11-12,1939964.63,0,43.0,2.83,126.546,7.795
13,2010-11-19,1925393.91,0,42.0,2.84,126.607,7.795
13,2010-11-26,2766400.05,1,28.0,2.83,126.669,7.795
13,2010-12-03,2083379.89,0,26.0,2.81,126.731,7.795
13,2010-12-10,2461468.35,0,37.0,2.82,126.793,7.795
13,2010-12-17,2771646.81,0,35.0,2.84,126.879,7.795
13,2010-12-24,3595903.2,0,35.0,2.85,126.984,7.795
13,2010-12-31,1675292.0,1,27.0,2.87,127.088,7.795
13,2011-01-07,1744544.39,0,17.0,2.89,127.192,7.47
13,2011-01-14,1682316.31,0,21.0,2.9,127.301,7.47
13,2011-01-21,1770177.37,0,35.0,2.93,127.44,7.47
13,2011-01-28,1633663.12,0,32.0,2.96,127.58,7.47
13,2011-02-04,1848186.58,0,23.0,2.97,127.72,7.47
13,2011-02-11,1944438.9,1,31.0,3.03,127.859,7.47
13,2011-02-18,2003480.59,0,41.0,3.06,127.995,7.47
13,2011-02-25,1831933.95,0,33.0,3.12,128.13,7.47
13,2011-03-04,1894960.68,0,34.0,3.23,128.265,7.47
13,2011-03-11,1852432.58,0,41.0,3.35,128.399,7.47
13,2011-03-18,1852443.78,0,45.0,3.41,128.512,7.47
13,2011-03-25,1807545.43,0,42.0,3.44,128.616,7.47
13,2011-04-01,1864238.64,0,42.0,3.49,128.72,7.193
13,2011-04-08,1887465.04,0,43.0,3.55,128.824,7.193
13,2011-04-15,1950994.04,0,42.0,3.62,128.911,7.193
13,2011-04-22,2124316.34,0,48.0,3.66,128.955,7.193
13,2011-04-29,1895583.12,0,44.0,3.68,129.0,7.193
13,2011-05-06,1986380.4,0,48.0,3.74,129.044,7.193
13,2011-05-13,1958823.56,0,52.0,3.77,129.089,7.193
13,2011-05-20,1860923.55,0,52.0,3.8,129.076,7.193
13,2011-05-27,1866369.93,0,55.0,3.78,129.062,7.193
13,2011-06-03,1935593.87,0,53.0,3.75,129.049,7.193
13,2011-06-10,1997816.98,0,61.0,3.73,129.036,7.193
13,2011-06-17,2086433.49,0,63.0,3.7,129.043,7.193
13,2011-06-24,2009163.08,0,66.0,3.67,129.066,7.193
13,2011-07-01,2048035.74,0,74.0,3.61,129.089,6.877
13,2011-07-08,2021699.38,0,77.0,3.56,129.113,6.877
13,2011-07-15,1956813.31,0,76.0,3.55,129.134,6.877
13,2011-07-22,1987089.36,0,78.0,3.56,129.151,6.877
13,2011-07-29,1880785.69,0,78.0,3.57,129.168,6.877
13,2011-08-05,2076231.8,0,76.0,3.6,129.185,6.877
13,2011-08-12,1970341.38,0,76.0,3.61,129.202,6.877
13,2011-08-19,2090340.98,0,77.0,3.58,129.241,6.877
13,2011-08-26,2035244.54,0,82.0,3.57,129.283,6.877
13,2011-09-02,1953628.82,0,77.0,3.58,129.326,6.877
13,2011-09-09,1872921.31,1,70.0,3.62,129.369,6.877
13,2011-09-16,1923223.82,0,68.0,3.64,129.431,6.877
13,2011-09-23,1847430.96,0,64.0,3.65,129.518,6.877
13,2011-09-30,1835662.69,0,68.0,3.62,129.606,6.877
13,2011-10-07,2067232.56,0,61.0,3.59,129.694,6.392
13,2011-10-14,1929659.07,0,52.0,3.57,129.771,6.392
13,2011-10-21,1973544.27,0,55.0,3.58,129.782,6.392
13,2011-10-28,1948733.81,0,47.0,3.57,129.794,6.392
13,2011-11-04,2036317.54,0,44.0,3.54,129.805,6.392
13,2011-11-11,2111592.09,0,34.0,3.51,129.817,6.392
13,2011-11-18,2016323.51,0,41.0,3.49,129.827,6.392
13,2011-11-25,2864170.61,1,39.0,3.44,129.836,6.392
13,2011-12-02,2051315.66,0,34.0,3.39,129.846,6.392
13,2011-12-09,2462779.06,0,25.0,3.34,129.856,6.392
13,2011-12-16,2760346.71,0,28.0,3.28,129.898,6.392
13,2011-12-23,3556766.03,0,25.0,3.19,129.985,6.392
13,2011-12-30,1969056.91,1,32.0,3.12,130.071,6.392
13,2012-01-06,1865752.78,0,34.0,3.08,130.158,6.104
13,2012-01-13,1794962.64,0,26.0,3.06,130.244,6.104
13,2012-01-20,1811606.21,0,33.0,3.05,130.279,6.104
13,2012-01-27,1733983.09,0,34.0,3.06,130.314,6.104
13,2012-02-03,1927780.74,0,31.0,3.08,130.35,6.104
13,2012-02-10,2069284.57,1,34.0,3.12,130.385,6.104
13,2012-02-17,2214477.06,0,37.0,3.12,130.455,6.104
13,2012-02-24,1929768.03,0,35.0,3.14,130.55,6.104
13,2012-03-02,1969742.76,0,32.0,3.24,130.646,6.104
13,2012-03-09,1986445.65,0,38.0,3.38,130.741,6.104
13,2012-03-16,2025582.62,0,52.0,3.53,130.826,6.104
13,2012-03-23,1904421.74,0,48.0,3.67,130.897,6.104
13,2012-03-30,1948982.7,0,53.0,3.73,130.967,6.104
13,2012-04-06,2271614.76,0,49.0,3.79,131.038,5.965
13,2012-04-13,2057637.86,0,52.0,3.83,131.108,5.965
13,2012-04-20,1955689.12,0,50.0,3.84,131.117,5.965
13,2012-04-27,1970121.65,0,65.0,3.84,131.127,5.965
